Area Name,Area ID,Park Name,Park ID,Squirrel ID,Primary Fur Color,Highlights in Fur Color,Color Notes,Location,Above Ground (Height in Feet),Specific Location,Activities,Interactions with Humans,Other Notes or Observations,Squirrel Latitude (DD.DDDDDD),Squirrel Longitude (-DD.DDDDDD)
LOWER MANHATTAN,C,City Hall Park,19,C-19-17,Gray,White,,Ground Plane,,,"Eating, Foraging",Indifferent,Successfully finding buried food,40.712872,-74.006878
LOWER MANHATTAN,C,City Hall Park,19,C-19-18,Gray,White,,Ground Plane,,,"Eating, Foraging",Indifferent,"Rolling around in loose dirt with a ""swimming"" motion",40.712872,-74.006878
LOWER MANHATTAN,C,Battery Park,20,C-20-01,Gray,Cinnamon,,Above Ground,5,,,Interested in,#1‰ÛÒ5 all together being fed by humans,40.704053,-74.01612
LOWER MANHATTAN,C,Battery Park,20,C-20-02,Gray,"Cinnamon, White",,Specific Location,,on fencing,"Climbing, Balancing on fencing",,#1‰ÛÒ5 all together being fed by humans - Hungry,40.704011,-74.016134
LOWER MANHATTAN,C,Battery Park,20,C-20-03,Gray,"Cinnamon, White",,Ground Plane,,,,Indifferent,"#1‰ÛÒ5 all together being fed by humans, Had a ton of leaves in his mouth for several minutes",40.703897,-74.016118
LOWER MANHATTAN,C,Battery Park,20,C-20-04,,,,Ground Plane,,,,Cautious of,#1‰ÛÒ5 all together being fed by humans,40.703885,-74.016161
LOWER MANHATTAN,C,Battery Park,20,C-20-05,Gray,"Cinnamon, White",,Specific Location,,on fencing,,,#1‰ÛÒ5 all together being fed by humans,40.703848,-74.016134
LOWER MANHATTAN,C,Battery Park,20,C-20-06,Cinnamon,"Gray, White",,Ground Plane,,,"Chillin', Rubbing butt on ground",,Seems left out,40.703882,-74.015955
LOWER MANHATTAN,C,Battery Park,20,C-20-07,Cinnamon,White,,Ground Plane,,,Running,Runs From,,40.704211,-74.015859
LOWER MANHATTAN,C,Battery Park,20,C-20-08,Gray,White,,Ground Plane,,,Foraging,,Obviously a couple with #9,40.704142,-74.015837
LOWER MANHATTAN,C,Battery Park,20,C-20-09,Gray,White,,Ground Plane,,,Foraging,,Obviously a couple with #8,40.704175,-74.015306
LOWER MANHATTAN,C,Battery Park,20,C-20-10,Gray,"Cinnamon, White",,Ground Plane,,,Running,Indifferent,Skinny with tiny ears,40.704171,-74.015242
LOWER MANHATTAN,C,Battery Park,20,C-20-11,Gray,White,,Ground Plane,,,Foraging,Indifferent,,40.704468,-74.014774
LOWER MANHATTAN,C,Battery Park,20,C-20-12,Gray,White,,Ground Plane,,,Foraging,Indifferent,,40.704453,-74.014757
LOWER MANHATTAN,C,Battery Park,20,C-20-13,Gray,White,,Ground Plane,,,Eating,Indifferent,,40.70442,-74.014741
LOWER MANHATTAN,C,Battery Park,20,C-20-14,Gray,Cinnamon,,"Above Ground, Specific Location",10,in tree,Sticking out of a tree,Indifferent,,40.704188,-74.014853
LOWER MANHATTAN,C,Battery Park,20,C-20-15,Gray,White,White bellies,,,,Chasing,,"Flirty, chasing #16, also eating urban farm debris",40.70352,-74.015273
LOWER MANHATTAN,C,Battery Park,20,C-20-16,Gray,White,White bellies,,,,Chasing,,"Flirty, being chased by #15, also eating urban farm debris",40.703487,-74.015278
LOWER MANHATTAN,C,Battery Park,20,C-20-17,Gray,White,,,,,Hangin' with #13 & #14,,,40.703989,-74.015202
LOWER MANHATTAN,C,Battery Park,20,C-20-18,Gray,,,Ground Plane,,,,,Looks like he has a patch of fur missing on his back,40.703383,-74.015584
LOWER MANHATTAN,C,Battery Park,20,C-20-19,Gray,Cinnamon,,Above Ground,2,,Climbing (tree),,,40.70295,-74.015813
LOWER MANHATTAN,C,Battery Park,20,C-20-20,Cinnamon,,,Ground Plane,,,,,,40.702934,-74.015775
LOWER MANHATTAN,C,Battery Park,20,C-20-21,Gray,White,,"Above Ground, Specific Location",20,in a tree,Snacking in a tree,,,40.702922,-74.016629
LOWER MANHATTAN,C,Battery Park,20,C-20-22,Cinnamon,,,Specific Location,,on a bench,,,,40.702411,-74.015896
LOWER MANHATTAN,C,Battery Park,20,C-20-23,Gray,,,,,,Prancing about,,,40.702313,-74.015644
LOWER MANHATTAN,C,Battery Park,20,C-20-24,Gray,Cinnamon,,Specific Location,,on fence,Climbing fence,,,40.702467,-74.015757
LOWER MANHATTAN,C,Battery Park,20,C-20-25,Gray,Cinnamon,,"Above Ground, Specific Location",15,in a tree,,,,40.702597,-74.016132
LOWER MANHATTAN,C,Battery Park,20,C-20-26,Gray,Cinnamon,,Specific Location,,on fence,Climbing fence,,,40.702618,-74.016556
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-01,Gray,Cinnamon,,Above Ground,10‰ÛÒ12,,battery,Staring,"Looks cold, not moving, lethargic",40.725308,-73.942789
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-02,Gray,Cinnamon,White underbelly,Above Ground,< 1,,"Climbing, Foraging, Self-cleaning",Indifferent,,40.725511,-73.943609
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-03,Gray,Cinnamon,,Ground Plane,,,Chasing,Approaches,,40.725511,-73.943448
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-04,Gray,,,Above Ground,15,,Climbing,,,40.725478,-73.944113
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-05,Gray,,,Above Ground,30,,Eating,,,40.725527,-73.943974
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-06,Gray,Cinnamon,,Ground Plane,,,Eating,Approaches,We fed him!,40.725397,-73.944124
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-07,Gray,,,Above Ground,30,,Climbing,,,40.725413,-73.943984
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-08,Gray,,,Ground Plane,,,Climbing (down),,,40.724755,-73.944006
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-09,Gray,,,Ground Plane,,,Climbing (down),,,40.723974,-73.943845
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-10,Gray,,,Ground Plane,,,Climbing (down),,,40.723462,-73.943952
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-11,Gray,,,Ground Plane,,,Climbing (down),,,40.725372,-73.943652
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-12,Gray,White,,"Above Ground, Specific Location",15,by playground,Sitting,Indifferent,,40.725364,-73.943512
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-13,Gray,Gray,,Ground Plane,,at Nassau (Avenue) / Henry (Street) ,Running,Runs From,,40.725397,-73.943297
BROOKLYN,D,Msgr. McGolrick Park,21,D-21-14,Gray,Cinnamon,,Ground Plane,,,Running,Indifferent,,40.725197,-73.943273
BROOKLYN,D,McCarren Park,22,D-22-01,Cinnamon,White,,Ground Plane,,,Eating,Indifferent,,40.72167,-73.953364
BROOKLYN,D,McCarren Park,22,D-22-02,Gray,White,,Ground Plane,,,Eating,Approaches,,40.721768,-73.953192
BROOKLYN,D,McCarren Park,22,D-22-03,Gray,White,,Ground Plane,,,Running,Runs From,Ran in from baseball field,40.721662,-73.953278
BROOKLYN,D,McCarren Park,22,D-22-04,Gray,Cinnamon,,Above Ground,,,Climbing,Runs From,,40.721857,-73.953139
BROOKLYN,D,McCarren Park,22,D-22-05,Cinnamon,,,Ground Plane,,,Running,Approaches,Running around,40.721941,-73.952947
BROOKLYN,D,McCarren Park,22,D-22-06,Cinnamon,,,Above Ground,,,Climbing,Approaches,Perched up ‰ÛÓ came close to us!,40.722039,-73.952796
BROOKLYN,D,McCarren Park,22,D-22-07,Cinnamon,,,Ground Plane,,,Chasing,Approaches,Skinny tail ‰ÛÓ was in the baseball field,40.72147,-73.952857
BROOKLYN,D,McCarren Park,22,D-22-08,Cinnamon,White,,Ground Plane,,,Running,Runs From,,40.721713,-73.95305
BROOKLYN,D,McCarren Park,22,D-22-09,Gray,Gray,,"Ground Plane, Specific Location",,In a trash and metal heap next to baseball field,"Eating, Foraging",Indifferent,,40.721933,-73.953147
BROOKLYN,D,McCarren Park,22,D-22-10,Gray,"Cinnamon, White",,"Above Ground, Specific Location",12,in tree,Climbing,Runs From,Ran up a tree,40.722283,-73.953115
BROOKLYN,D,McCarren Park,22,D-22-11,Gray,Gray,,Ground Plane,,,Running,Runs From,Ran out of park,40.722698,-73.953198
BROOKLYN,D,McCarren Park,22,D-22-12,Gray,White,,Ground Plane,,,"Eating, Foraging",Indifferent,Birds walking nearby,40.722819,-73.952095
BROOKLYN,D,McCarren Park,22,D-22-13,Gray,White,,Above Ground,,,Climbing,Indifferent,Ran from ground to tree,40.722966,-73.951987
BROOKLYN,D,McCarren Park,22,D-22-14,Cinnamon,White,,"Above Ground, Specific Location",3,in short tree,"Climbing, Sitting in short tree",Indifferent,,40.723136,-73.951794
BROOKLYN,D,McCarren Park,22,D-22-15,Gray,White,,"Above Ground, Specific Location",,in tree,Eating,Indifferent,,40.723071,-73.951697
BROOKLYN,D,McCarren Park,22,D-22-16,Cinnamon,Gray,,"Ground Plane, Specific Location",,below park benches,"Foraging, Jumping",Indifferent,Great jumper,40.723006,-73.951655
BROOKLYN,D,McCarren Park,22,D-22-17,Gray,"Cinnamon, White",,Above Ground,9,,Chilling,Indifferent,"Perched on branch, just hanging out",40.722962,-73.951752
BROOKLYN,D,McCarren Park,22,D-22-18,Cinnamon,Cinnamon,,Above Ground,14,,Hanging,Indifferent,Perched on branch,40.722603,-73.951449
BROOKLYN,D,McCarren Park,22,D-22-19,Cinnamon,"Gray, White",,Above Ground,20,,"Running, Climbing",,"Very small, climbed from one tree to another",40.721247,-73.951609
BROOKLYN,D,McCarren Park,22,D-22-20,Gray,"Cinnamon, White",,Above Ground,75,,Climbing,Indifferent,"Small, on tree on branch, two others below it",40.720606,-73.952769
BROOKLYN,D,McCarren Park,22,D-22-21,Gray,"Cinnamon, White",,Above Ground,15,,"Chasing, Climbing",Indifferent,"Started in middle of tree, started chasing others up in branches, jumped from branch to branch",40.720582,-73.952694
BROOKLYN,D,McCarren Park,22,D-22-22,Gray,"Cinnamon, White",,Above Ground,20,,Climbing,Indifferent,One of three together on a tree,40.720533,-73.95272
BROOKLYN,D,McCarren Park,22,D-22-23,Gray,White,,Above Ground,20,,Climbing,Indifferent,Jumped from one tree to next,40.720488,-73.952806
BROOKLYN,D,McCarren Park,22,D-22-24,Gray,White,,Ground Plane,,,"Eating, Foraging",Indifferent,Dog chased it up a tree,40.720458,-73.954244
BROOKLYN,D,McCarren Park,22,D-22-25,Gray,"Cinnamon, White",,Ground Plane,,,Foraging,Skittish to humans,,40.720018,-73.953442
BROOKLYN,D,McCarren Park,22,D-22-26,Gray,White,,Ground Plane,,,"Running, Foraging",Indifferent,Fast,40.720026,-73.953652
BROOKLYN,D,McCarren Park,22,D-22-27,Gray,Cinnamon,,Ground Plane,,,"Eating (bread crumbs), Foraging",Indifferent,Near a lot of little birds,40.719777,-73.952774
BROOKLYN,D,McCarren Park,22,D-22-28,Gray,White,,Ground Plane,,,Running,Indifferent,Running against fence,40.720114,-73.952768
BROOKLYN,D,McCarren Park,22,D-22-29,Gray,"Cinnamon, White",,Ground Plane,,,Hanging out,Runs From,"Standing at base of tree, then climbed up",40.719944,-73.952505
BROOKLYN,D,McCarren Park,22,D-22-30,Gray,White,,Ground Plane,,,Foraging,Indifferent,,40.720448,-73.952521
BROOKLYN,D,McCarren Park,22,D-22-31,Cinnamon,White,,Ground Plane,,,Foraging,Indifferent,Walking around bushes,40.720412,-73.952353
BROOKLYN,D,McCarren Park,22,D-22-32,Gray,"Cinnamon, White",,Ground Plane,,,Foraging,Indifferent,A little on the robust side,40.720372,-73.952326
BROOKLYN,D,McCarren Park,22,D-22-33,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,Busy digging for something,40.720749,-73.951891
BROOKLYN,D,McCarren Park,22,D-22-34,Cinnamon,Cinnamon,,Above Ground,15,,Sleeping (Dead?),Indifferent,"It almost looks dead. Eyes open, curled up into itself in a nook in a tree with #35.",40.721181,-73.951255
BROOKLYN,D,McCarren Park,22,D-22-35,Cinnamon,Cinnamon,,Above Ground,15,,Sleeping (Dead?),,Curled up together with #34. One big furry ball of squirrel.,40.721181,-73.951255
BROOKLYN,D,McCarren Park,22,D-22-36,Cinnamon,"Gray, Cinnamon",Reddish tail,Ground Plane,,,Eating (tortilla/chip),,Pretty fat,40.72112,-73.95104
BROOKLYN,D,McCarren Park,22,D-22-37,Gray,Gray,,Ground Plane,,,Running,Indifferent,"Turning around, trying to eat",40.721315,-73.950943
BROOKLYN,D,McCarren Park,22,D-22-38,Gray,"Cinnamon, White",,Ground Plane,,,Eating,,Sitting next to #39 and eating,40.721258,-73.950799
BROOKLYN,D,McCarren Park,22,D-22-39,Gray,"Cinnamon, White",,Ground Plane,,,Eating,,Sitting next to #38 and eating,40.721217,-73.95077
BROOKLYN,D,McCarren Park,22,D-22-40,Cinnamon,White,,Ground Plane,,,Foraging,Indifferent,Fluffy,40.721173,-73.950781
BROOKLYN,D,McCarren Park,22,D-22-41,Cinnamon,Cinnamon,,Above Ground,,,"Running, Foraging",Indifferent,Skinny,40.721161,-73.950732
BROOKLYN,D,McCarren Park,22,D-22-42,Gray,Gray,,Above Ground,,,Climbing,Indifferent,Clinging to tree,40.721124,-73.950797
BROOKLYN,D,McCarren Park,22,D-22-43,Gray,White,,Above Ground,10,,"Running, Chasing, Climbing",Indifferent,Playing with another squirrel in a tree,40.721026,-73.950765
BROOKLYN,D,McCarren Park,22,D-22-44,Gray,"Cinnamon, White",,Ground Plane,,,Foraging,Runs From,Ran very quickly,40.719376,-73.952326
